id,predicted_churn_risk,risk_tier,behavioral_state,behavioral_evidence,recent_deterioration_count,persistent_deterioration_count,coordinated_deterioration_count,value_tier,arpu_8,retention_priority,candidate_action,decision_rationale,churn_probability
59894,0.009517218535428699,High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,1,0,1,Moderate,118.33,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
27010,0.0019791835983262725,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Highest,896.927,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
25067,0.9028659716152497,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,1,5,Lower,0.0,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
45133,0.0026924022344437812,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,1,0,1,Highest,545.985,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
54941,0.010887513030102854,High,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,2,5,Lower,26.706,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
19919,0.01740135252579213,High,Recent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,4,0,3,Lower,67.301,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
1254,0.008208120029468092,Moderate,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Lower,0.0,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
52042,0.12264706729460916,Very High,Stable / Limited Deterioration,4/5 behavioural metrics declined across the observed period,0,0,4,Higher,224.792,Priority 1,General Retention Review,Very High churn risk with Higher/Highest relative customer value.,0
63715,0.004043604142992141,Moderate,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,3,4,Moderate,115.423,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
44903,0.6333904094609203,Very High,Persistent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,2,5,Lower,23.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
54152,0.0011920274691829772,Low,Recent Deterioration,2/5 behavioural metrics declined recently,2,0,0,Lower,45.276,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
9418,0.0659743579012585,Very High,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,2,5,Lower,17.35,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
33676,0.3622145974701369,Very High,Recent Deterioration,5/5 behavioural metrics declined recently,5,0,0,Lower,35.073,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
57891,0.002076565093746614,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Higher,354.028,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
43750,0.0027842217543153644,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,1,0,1,Highest,450.546,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
65811,0.0016597316782204874,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,2,0,1,Highest,421.397,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
49212,0.0050913199246372335,Moderate,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,4,0,4,Moderate,125.222,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
62329,0.012354385322926,High,Recent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,4,0,3,Lower,29.0,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
31030,0.00039201582758851964,Low,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Moderate,177.532,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
66049,0.710647153540106,Very High,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,2,1,4,Lower,0.0,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
29984,0.0045582155944573904,Moderate,Recent Broad Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,4,0,4,Lower,51.126,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
63099,0.0034102455851346917,Moderate,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Moderate,167.851,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
10916,0.0659133077506442,Very High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,3,4,Lower,15.156,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
12363,0.0016168366121894636,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,1,1,5,Lower,77.346,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
61110,0.03520669324290292,High,Recent Deterioration,3/5 behavioural metrics declined recently,3,0,0,Higher,207.107,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
55568,0.014640689870770668,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,3,4,Moderate,190.96,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
65669,0.05171050023286228,Very High,Recent Deterioration,3/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,3,1,3,Moderate,180.168,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
16856,0.7669068242340465,Very High,Stable / Limited Deterioration,2/5 behavioural metrics declined across the observed period,0,0,2,Highest,443.87,Priority 1,General Retention Review,Very High churn risk with Higher/Highest relative customer value.,1
44968,0.9714000340279421,Very High,Stable / Limited Deterioration,3/5 behavioural metrics declined across the observed period,0,0,3,Lower,0.0,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,1
52310,0.027712941679882214,High,Persistent Deterioration,4/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,3,4,Lower,0.0,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
54774,0.00546881422619132,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,2,0,1,Highest,773.0,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
11651,0.004328890147977788,Moderate,Stable / Limited Deterioration,2/5 behavioural metrics declined across the observed period,0,0,2,Moderate,186.719,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
33895,0.001794772461203096,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,1,0,2,Higher,319.44,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
67290,0.006856284352017729,Moderate,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Highest,690.818,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
61615,0.0009817919223558801,Low,Persistent Deterioration,3/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,3,3,5,Higher,310.971,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
18430,0.0010308411097874543,Low,Persistent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,4,2,2,Highest,373.949,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
